shot_id,shot_made_flag
1,0.412727147341
8,0.410463213921
17,0.64849448204
20,0.766968727112
33,0.393937766552
34,0.47088304162
35,0.53240185976
36,0.512156486511
37,0.675695180893
38,0.367082208395
45,0.428209453821
50,0.33546385169
55,0.286139577627
60,0.317509919405
66,0.247165292501
67,0.348935335875
71,0.449768841267
80,0.227624163032
85,0.294769585133
86,0.586099505424
95,0.581030547619
104,0.357234895229
113,0.362804204226
123,0.279094398022
126,0.825825333595
133,0.577112853527
141,0.193814739585
144,0.440075010061
150,0.696219146252
152,0.414013206959
153,0.694811761379
156,0.346901655197
159,0.872805178165
165,0.634351015091
172,0.4885866642
182,0.898032546043
192,0.473879694939
193,0.694191515446
196,0.432345241308
202,0.392344236374
210,0.361844390631
211,0.40958288312
228,0.968064963818
257,0.399655908346
260,0.404116481543
264,0.341116636992
267,0.661749660969
279,0.908384978771
282,0.388928085566
293,0.356635779142
299,0.822310626507
300,0.646996855736
301,0.82463914156
317,0.31587728858
327,0.37165042758
328,0.32101982832
335,0.344602584839
346,0.821926414967
348,0.243032157421
365,0.350771874189
390,0.700067579746
391,0.711485683918
392,0.812023282051
397,0.331316590309
418,0.408416956663
428,0.14889331162
434,0.6498041749
439,0.468913376331
440,0.428825616837
456,0.341006785631
459,0.272883534431
472,0.454592108727
480,0.254614204168
491,0.365486562252
497,0.382425516844
509,0.3717867136
511,0.327257215977
523,0.159468188882
533,0.458326756954
544,0.441560536623
546,0.338232278824
555,0.710762143135
558,0.372445821762
560,0.33535733819
573,0.321138322353
591,0.3973557055
596,0.267082214355
597,0.377498328686
601,0.606366157532
605,0.444513648748
617,0.344203144312
628,0.280674606562
634,0.391161322594
646,0.297295361757
649,0.346294164658
651,0.742049336433
654,0.806518614292
656,0.424470305443
657,0.41018602252
669,0.377243071795
670,0.914827823639
693,0.71899574995
694,0.310329884291
699,0.447614639997
711,0.421063125134
718,0.38186621666
722,0.329969614744
723,0.33068305254
725,0.745743393898
734,0.393151879311
735,0.428145766258
737,0.836020588875
746,0.331587404013
747,0.719560027122
766,0.398423522711
767,0.349968761206
771,0.281214863062
773,0.209276884794
774,0.351121395826
783,0.245765939355
784,0.357556432486
789,0.264052212238
792,0.395663380623
804,0.288568377495
809,0.405197381973
812,0.332523226738
813,0.362423121929
817,0.283062726259
820,0.347785592079
825,0.389550328255
826,0.340048253536
829,0.367528766394
855,0.417895257473
859,0.723703920841
862,0.396811813116
870,0.418889850378
876,0.353040754795
880,0.36889231205
886,0.979705870152
889,0.87419372797
891,0.416420251131
897,0.977569937706
902,0.381669819355
903,0.335161268711
908,0.409369975328
909,0.357211321592
920,0.350659310818
922,0.390710651875
924,0.628104686737
932,0.308935433626
934,0.320827364922
937,0.432809978724
941,0.408196151257
943,0.493599742651
950,0.37831440568
952,0.351827472448
954,0.928331553936
963,0.345526486635
975,0.393714755774
979,0.384346038103
981,0.439100801945
983,0.122410662472
985,0.467057675123
989,0.355618387461
995,0.457132399082
998,0.457401156425
1008,0.25445073843
1019,0.697245061398
1023,0.381837457418
1026,0.35293918848
1029,0.708930671215
1034,0.88460111618
1036,0.748167872429
1038,0.312146157026
1039,0.716752827168
1051,0.318483769894
1052,0.280750513077
1066,0.293584048748
1087,0.315618962049
1092,0.229639455676
